Open Time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
1647971100000,42608.42000000,42634.53000000,42540.00000000,42634.53000000,98.31021000,1647971999999,4185777.60508750,2264,25.72658000,1095516.20620730,0
1647972000000,42634.53000000,42636.93000000,42563.76000000,42583.76000000,46.70836000,1647972899999,1989520.63142630,1985,21.01685000,895128.29421010,0
1647972900000,42583.75000000,42646.48000000,42522.43000000,42542.72000000,54.46018000,1647973799999,2318926.43317760,2387,25.23738000,1074806.76416530,0
1647973800000,42542.72000000,42594.56000000,42504.37000000,42567.94000000,89.37521000,1647974699999,3802291.26664020,2853,52.40594000,2229571.35554080,0
1647974700000,42567.72000000,42610.81000000,42530.51000000,42580.00000000,57.45266000,1647975599999,2445814.20584340,2055,30.58777000,1302270.89411620,0
1647975600000,42580.01000000,42713.00000000,42570.24000000,42681.44000000,108.06049000,1647976499999,4611762.76914830,3414,72.94361000,3113194.35444270,0
1647976500000,42681.44000000,42685.00000000,42590.77000000,42608.13000000,73.35918000,1647977399999,3127735.17359860,2295,31.53287000,1344386.56521540,0
1647977400000,42608.13000000,42658.70000000,42598.83000000,42601.09000000,62.42488000,1647978299999,2661039.48397560,2047,24.63617000,1050083.63518270,0
1647978300000,42601.09000000,42646.46000000,42288.00000000,42306.86000000,281.90347000,1647979199999,11957035.25733050,9149,106.07566000,4499254.84092850,0
1647979200000,42306.81000000,42478.79000000,42288.00000000,42478.78000000,116.81182000,1647980099999,4950372.44682980,3567,66.16698000,2803836.71439160,0
1647980100000,42478.79000000,42577.55000000,42380.87000000,42513.87000000,127.57598000,1647980999999,5420401.26910310,3932,54.27684000,2306744.82753160,0
1647981000000,42513.88000000,42513.88000000,42423.71000000,42423.71000000,41.44739000,1647981899999,1760311.88544400,1971,15.54196000,660077.92711180,0
1647981900000,42423.71000000,42653.85000000,42422.01000000,42607.57000000,115.49404000,1647982799999,4915246.39659110,3480,70.37505000,2994086.79216220,0
1647982800000,42607.56000000,42789.84000000,42593.02000000,42730.84000000,175.93574000,1647983699999,7512772.12324520,4135,132.71149000,5667525.65556770,0
1647983700000,42730.84000000,42764.26000000,42671.99000000,42730.00000000,48.62681000,1647984599999,2077065.77997820,2027,24.01267000,1025799.80081580,0
1647984600000,42730.00000000,42866.22000000,42729.99000000,42830.11000000,58.51578000,1647985499999,2504957.95640810,3367,35.28700000,1510485.52844390,0
1647985500000,42830.11000000,42895.86000000,42712.70000000,42849.07000000,145.51890000,1647986399999,6230996.87564970,3478,59.03845000,2528834.97395440,0
1647986400000,42849.08000000,42851.64000000,42567.84000000,42582.97000000,122.12278000,1647987299999,5215427.32839770,4267,54.99706000,2349376.57733260,0
1647987300000,42582.96000000,42755.10000000,42513.73000000,42629.85000000,111.14354000,1647988199999,4736743.05981210,3968,51.17908000,2181157.95109730,0
1647988200000,42629.85000000,42664.48000000,42501.00000000,42518.62000000,119.22756000,1647989099999,5076922.17724170,3290,53.17458000,2264136.27985680,0
1647989100000,42518.62000000,42575.48000000,42479.92000000,42554.30000000,60.38022000,1647989999999,2567773.55998330,2049,28.05651000,1193282.56606050,0
1647990000000,42554.31000000,42556.83000000,42449.03000000,42540.00000000,76.58514000,1647990899999,3253639.85575620,2469,36.24510000,1539896.30926470,0
1647990900000,42539.99000000,42539.99000000,42347.42000000,42353.77000000,112.96721000,1647991799999,4792510.97767430,3310,48.02092000,2037121.98559580,0
1647991800000,42347.42000000,42438.90000000,42263.04000000,42324.85000000,151.44254000,1647992699999,6414555.00002420,4677,61.83081000,2618603.15254540,0
1647992700000,42321.32000000,42414.09000000,42277.78000000,42380.00000000,55.74559000,1647993599999,2361256.12737520,2028,26.71852000,1131807.19925890,0
1647993600000,42379.99000000,42496.05000000,42327.40000000,42490.63000000,121.66362000,1647994499999,5158277.92119740,3625,63.10205000,2675686.32662060,0
1647994500000,42496.01000000,42506.44000000,42354.70000000,42423.60000000,86.27736000,1647995399999,3660016.93550650,2549,39.78746000,1687789.87731390,0
1647995400000,42423.61000000,42452.26000000,42301.01000000,42349.30000000,86.76232000,1647996299999,3674859.79873260,2669,35.09622000,1486446.48545060,0
1647996300000,42349.31000000,42450.00000000,42349.31000000,42419.72000000,49.47611000,1647997199999,2098530.77134660,2075,30.62079000,1298619.27405530,0
1647997200000,42419.72000000,42419.72000000,41915.07000000,42168.66000000,936.20761000,1647998099999,39433163.44025490,16212,321.65756000,13540254.28033320,0
1647998100000,42168.65000000,42218.01000000,42105.00000000,42148.04000000,159.50868000,1647998999999,6723074.89866370,3137,41.20037000,1736801.02120690,0
1647999000000,42148.04000000,42263.00000000,42041.00000000,42256.69000000,137.61241000,1647999899999,5802356.28648250,3266,55.22040000,2329081.06021870,0
1647999900000,42256.69000000,42389.04000000,42218.08000000,42342.82000000,83.61421000,1648000799999,3536966.39415070,3391,49.16917000,2079260.17612790,0
1648000800000,42342.81000000,42349.23000000,42270.66000000,42297.76000000,58.96002000,1648001699999,2494607.27256110,2371,30.17450000,1276668.74923590,0
1648001700000,42297.76000000,42550.00000000,42297.75000000,42546.07000000,142.81979000,1648002599999,6062476.33411490,4975,99.40785000,4219056.93313080,0
1648002600000,42546.08000000,42546.08000000,42433.28000000,42451.48000000,88.04084000,1648003499999,3740168.32159920,2257,32.75352000,1391367.35068840,0
1648003500000,42451.48000000,42451.49000000,42300.00000000,42347.45000000,69.63526000,1648004399999,2950371.10549460,2730,27.59165000,1169113.32475080,0
1648004400000,42347.43000000,42387.25000000,42192.71000000,42236.27000000,79.73370000,1648005299999,3370173.37365660,3125,38.14811000,1612883.63254510,0
1648005300000,42238.39000000,42290.20000000,42185.12000000,42220.74000000,77.57092000,1648006199999,3277214.20008120,2273,30.70726000,1297295.26821820,0
1648006200000,42220.74000000,42281.13000000,42190.01000000,42228.97000000,60.61021000,1648007099999,2560073.93585600,1929,26.49509000,1119125.44676450,0
1648007100000,42228.97000000,42244.49000000,42088.67000000,42094.98000000,84.63271000,1648007999999,3566933.11404560,2878,26.95033000,1135855.83652770,0
1648008000000,42095.30000000,42220.91000000,42079.99000000,42115.00000000,85.38007000,1648008899999,3598608.23693160,2493,46.48601000,1959639.08193850,0
1648008900000,42115.00000000,42124.66000000,41811.00000000,41846.86000000,327.79766000,1648009799999,13743793.42108820,8846,107.03403000,4488004.48724820,0
1648009800000,41846.86000000,41911.86000000,41773.00000000,41866.46000000,180.85582000,1648010699999,7572044.01267800,4109,91.81173000,3845141.74419820,0
1648010700000,41866.46000000,41976.15000000,41832.90000000,41964.33000000,93.32595000,1648011599999,3912199.89948060,2493,54.28855000,2276074.96033060,0
1648011600000,41964.34000000,41969.71000000,41807.19000000,41818.02000000,109.78135000,1648012499999,4596490.42167630,2396,28.01016000,1172701.54125000,0
1648012500000,41818.02000000,41925.00000000,41803.02000000,41920.00000000,62.51859000,1648013399999,2618491.84351720,2090,37.43515000,1567664.07928950,0
1648013400000,41920.00000000,42030.61000000,41900.00000000,42016.47000000,85.38355000,1648014299999,3584253.04152890,2983,58.49189000,2455425.61648350,0
1648014300000,42016.47000000,42089.61000000,41959.19000000,42044.60000000,84.61787000,1648015199999,3557019.46516600,3017,49.81344000,2094041.15586540,0
1648015200000,42044.60000000,42052.07000000,41971.69000000,42036.90000000,67.99088000,1648016099999,2856516.48039500,2342,35.62582000,1496811.48266470,0
1648016100000,42036.90000000,42139.74000000,42036.89000000,42127.56000000,54.58680000,1648016999999,2297819.32011530,2590,32.29738000,1359605.09974290,0
1648017000000,42127.57000000,42224.42000000,42071.95000000,42211.99000000,131.63705000,1648017899999,5549350.92694250,3543,74.79672000,3152321.02285460,0
1648017900000,42212.99000000,42268.01000000,42132.00000000,42250.00000000,154.32849000,1648018799999,6512730.38628840,3382,97.57104000,4117013.05631550,0
1648018800000,42250.01000000,42274.34000000,42076.09000000,42111.06000000,86.87584000,1648019699999,3663417.34389750,2746,34.28579000,1445996.78357280,0
1648019700000,42111.06000000,42170.00000000,42058.09000000,42154.75000000,55.74302000,1648020599999,2347969.73842070,2308,22.88828000,964187.12654290,0
1648020600000,42154.75000000,42232.27000000,42077.28000000,42192.78000000,73.32840000,1648021499999,3091081.41178570,2983,41.23201000,1738066.37734140,0
1648021500000,42192.79000000,42194.91000000,42100.00000000,42124.58000000,63.79321000,1648022399999,2687706.72237260,2546,32.09281000,1352049.43933620,0
1648022400000,42124.58000000,42166.65000000,42010.00000000,42071.68000000,86.42562000,1648023299999,3636136.53389720,3228,40.85439000,1718625.28769110,0
1648023300000,42071.68000000,42331.22000000,42003.32000000,42253.56000000,185.58789000,1648024199999,7836021.51772020,5591,124.37602000,5251985.62052120,0
1648024200000,42253.56000000,42367.29000000,42251.04000000,42325.74000000,202.94995000,1648025099999,8586300.19001290,4250,79.05432000,3344816.79776200,0
1648025100000,42325.75000000,42325.75000000,42254.00000000,42254.00000000,42.26102000,1648025999999,1787337.86064080,1998,15.51485000,656085.86338540,0
1648026000000,42254.00000000,42318.14000000,42194.05000000,42211.79000000,48.79982000,1648026899999,2062002.61056840,2635,22.75852000,961815.50151160,0
1648026900000,42211.79000000,42219.41000000,42123.76000000,42127.53000000,76.64830000,1648027799999,3232175.13460030,3031,34.25308000,1444377.23019490,0
1648027800000,42127.51000000,42163.20000000,42044.60000000,42071.29000000,140.87563000,1648028699999,5931065.91712650,3635,49.55854000,2086338.35162880,0
1648028700000,42071.30000000,42210.20000000,42050.68000000,42186.16000000,85.45705000,1648029599999,3601595.40769200,3063,41.15957000,1734808.93901610,0
1648029600000,42186.16000000,42192.31000000,42120.27000000,42164.40000000,74.27338000,1648030499999,3131415.33695600,2653,36.64289000,1544792.17691080,0
1648030500000,42164.40000000,42293.38000000,42136.58000000,42234.52000000,102.68109000,1648031399999,4335693.69187290,3373,69.96385000,2954294.56174210,0
1648031400000,42234.52000000,42254.45000000,42157.68000000,42162.22000000,42.63869000,1648032299999,1799884.98112450,2271,18.11613000,764705.69056490,0
1648032300000,42162.22000000,42250.98000000,42162.18000000,42175.72000000,45.45205000,1648033199999,1918091.82612320,2218,25.55522000,1078516.56763300,0
1648033200000,42175.72000000,42207.97000000,42108.57000000,42117.29000000,73.10626000,1648034099999,3081596.46216750,2754,29.45196000,1241527.02323990,0
1648034100000,42117.28000000,42120.66000000,41902.00000000,41974.11000000,219.58161000,1648034999999,9225866.74372460,5766,68.10570000,2860550.31471230,0
1648035000000,41974.12000000,42055.58000000,41926.96000000,41928.56000000,120.47311000,1648035899999,5059778.08896300,3149,53.52661000,2248006.67219430,0
1648035900000,41928.56000000,42068.00000000,41920.76000000,42057.24000000,75.73703000,1648036799999,3180774.45567140,2962,45.89825000,1927559.20977990,0
1648036800000,42057.24000000,42106.55000000,41991.63000000,41996.21000000,81.67182000,1648037699999,3435291.26694280,2907,48.65609000,2046618.27342560,0
1648037700000,41996.20000000,41999.00000000,41901.00000000,41968.07000000,98.31402000,1648038599999,4123679.19006260,3157,40.23517000,1687658.59306520,0
1648038600000,41968.07000000,42208.62000000,41968.07000000,42205.14000000,184.62637000,1648039499999,7776470.54851620,4800,118.78280000,5003585.99288940,0
1648039500000,42205.16000000,42457.51000000,42197.26000000,42372.74000000,423.56062000,1648040399999,17925107.08655350,8640,235.98854000,9986164.38676950,0
1648040400000,42372.73000000,42466.66000000,42177.90000000,42201.74000000,276.74293000,1648041299999,11716415.21700170,6172,133.85703000,5669298.90212730,0
1648041300000,42201.74000000,42317.62000000,42188.33000000,42212.86000000,85.14826000,1648042199999,3597932.33341240,2741,40.19438000,1698310.46538700,0
1648042200000,42212.86000000,42248.00000000,42039.17000000,42073.88000000,260.89241000,1648043099999,10988117.21682630,6137,88.12050000,3711870.10947910,0
1648043100000,42073.87000000,42099.26000000,41990.72000000,42036.00000000,179.18332000,1648043999999,7532303.95909690,4617,96.37910000,4051399.31622040,0
1648044000000,42036.00000000,42233.35000000,41980.00000000,42225.86000000,241.34609000,1648044899999,10153789.81558040,5654,165.49216000,6961086.98599460,0
1648044900000,42225.86000000,42323.50000000,42111.12000000,42293.70000000,157.88797000,1648045799999,6666748.12613330,5108,89.44594000,3777098.28649220,0
1648045800000,42293.70000000,42359.05000000,42235.72000000,42246.48000000,184.94116000,1648046699999,7821958.83276830,4639,95.12913000,4023285.83552060,0
1648046700000,42246.48000000,42419.90000000,42229.30000000,42401.67000000,180.97104000,1648047599999,7662080.98558860,4406,101.69547000,4306019.52406480,0
1648047600000,42401.66000000,42518.95000000,42321.80000000,42459.24000000,316.14808000,1648048499999,13416600.49779240,7932,171.58721000,7282116.22182350,0
1648048500000,42459.24000000,42572.28000000,42391.17000000,42518.12000000,225.63586000,1648049399999,9589079.19182620,5658,97.94981000,4162739.31020790,0
1648049400000,42518.13000000,42693.56000000,42455.91000000,42689.39000000,184.75338000,1648050299999,7873048.40309990,6166,102.33103000,4361106.96823770,0
1648050300000,42689.40000000,42753.98000000,42626.00000000,42633.34000000,264.64547000,1648051199999,11293894.06873510,5333,170.49707000,7275153.98543270,0
1648051200000,42633.35000000,42760.00000000,42511.94000000,42521.13000000,207.86729000,1648052099999,8862256.44480060,5698,82.46663000,3516547.98452360,0
1648052100000,42521.13000000,42777.00000000,42511.85000000,42687.99000000,143.11933000,1648052999999,6107613.04346110,5117,75.16832000,3207278.87060420,0
1648053000000,42685.01000000,42717.17000000,42550.00000000,42568.53000000,101.29548000,1648053899999,4317107.23499850,4000,36.37251000,1550271.20098660,0
1648053900000,42568.83000000,42599.97000000,42505.00000000,42598.95000000,123.30684000,1648054799999,5247243.24347870,3467,59.70538000,2540712.97606450,0
1648054800000,42598.94000000,42618.40000000,42410.87000000,42489.36000000,161.79206000,1648055699999,6872169.34287910,4453,85.30710000,3623415.21783880,0
1648055700000,42489.35000000,42539.71000000,42307.28000000,42357.38000000,206.13210000,1648056599999,8742522.03308190,5264,87.51893000,3712211.24551740,0
1648056600000,42357.37000000,42404.47000000,42277.82000000,42277.82000000,100.83182000,1648057499999,4270410.60461460,3344,49.86560000,2112055.11803690,0
1648057500000,42277.82000000,42326.82000000,42075.87000000,42179.52000000,294.13687000,1648058399999,12402272.25913320,7596,130.48763000,5501905.45234230,0
1648058400000,42179.52000000,42183.82000000,42070.00000000,42093.80000000,124.55714000,1648059299999,5245750.78002490,3820,49.77515000,2096302.10535690,0
1648059300000,42093.79000000,42181.00000000,42064.00000000,42180.99000000,61.17099000,1648060199999,2578015.27991550,2641,36.41217000,1534620.01001690,0
1648060200000,42181.00000000,42235.00000000,42132.15000000,42165.19000000,103.96206000,1648061099999,4385281.66556390,2910,50.75840000,2141448.80824490,0
1648061100000,42165.19000000,42213.08000000,42102.06000000,42103.72000000,132.75243000,1648061999999,5597187.06073380,2751,49.14882000,2071739.35940270,0
1648062000000,42103.72000000,42189.28000000,42088.94000000,42174.93000000,85.14753000,1648062899999,3588648.97932530,2694,38.97813000,1643041.71531820,0
1648062900000,42174.93000000,42374.23000000,42172.63000000,42323.95000000,186.49858000,1648063799999,7884568.16222470,4341,107.63822000,4550387.87942610,0
1648063800000,42323.65000000,42352.83000000,42218.72000000,42300.00000000,79.99754000,1648064699999,3383338.76803510,2543,43.39452000,1835435.07966740,0
1648064700000,42300.01000000,42358.53000000,42223.49000000,42232.65000000,72.03357000,1648065599999,3046583.40279410,2334,31.90820000,1349693.97851090,0
1648065600000,42232.65000000,42351.00000000,42205.52000000,42301.59000000,115.69020000,1648066499999,4889531.88918160,3131,65.66630000,2775550.32945560,0
1648066500000,42301.60000000,42409.84000000,42271.63000000,42386.35000000,69.75538000,1648067399999,2952880.68902040,2560,31.88974000,1350148.89440050,0
1648067400000,42386.35000000,42416.66000000,42329.58000000,42416.66000000,43.33392000,1648068299999,1836008.40845810,1814,20.32241000,861061.47713940,0
1648068300000,42416.65000000,42416.69000000,42302.24000000,42368.56000000,57.52516000,1648069199999,2436994.70283170,2015,24.27218000,1028105.86897340,0
1648069200000,42368.55000000,42373.92000000,42266.13000000,42280.89000000,48.59841000,1648070099999,2056318.23285680,2065,19.10462000,808138.46526650,0
1648070100000,42280.89000000,42333.33000000,42266.12000000,42332.66000000,63.05076000,1648070999999,2666723.05548180,1782,40.07191000,1694708.82830650,0
1648071000000,42332.67000000,42419.90000000,42332.66000000,42376.26000000,28.43106000,1648071899999,1204870.51540950,1922,18.04043000,764515.01517340,0
1648071900000,42376.27000000,42417.50000000,42375.00000000,42401.98000000,41.76895000,1648072799999,1771075.84166050,2007,20.51642000,869926.14662760,0
1648072800000,42401.99000000,42411.48000000,42350.00000000,42381.45000000,55.91014000,1648073699999,2369696.39679530,1900,28.74732000,1218490.89078130,0
1648073700000,42381.45000000,42471.88000000,42381.43000000,42454.88000000,78.35924000,1648074599999,3326275.02678680,2648,33.90115000,1438979.52947940,0
1648074600000,42454.88000000,42571.42000000,42451.78000000,42486.27000000,127.25377000,1648075499999,5409663.39066010,3847,71.10336000,3022157.27175570,0
1648075500000,42486.26000000,42546.93000000,42465.29000000,42503.93000000,52.91549000,1648076399999,2249047.54610880,1941,24.87578000,1057279.26518210,0
1648076400000,42502.55000000,42516.44000000,42446.10000000,42446.35000000,45.50894000,1648077299999,1933104.57974880,1837,17.55836000,745821.63939780,0
1648077300000,42446.35000000,42654.50000000,42418.73000000,42646.95000000,132.29012000,1648078199999,5627208.53106450,4056,73.69146000,3134106.53060480,0
1648078200000,42646.96000000,42825.64000000,42531.77000000,42755.20000000,194.38497000,1648079099999,8296367.53976370,6352,125.58439000,5360975.46729970,0
1648079100000,42755.19000000,43028.90000000,42731.15000000,42892.71000000,326.77800000,1648079999999,14025640.45537120,10434,199.80325000,8577694.28521470,0
1648080000000,42892.71000000,43128.85000000,42818.63000000,43050.03000000,310.20845000,1648080899999,13328027.39415020,8556,170.91862000,7343778.35819960,0
1648080900000,43050.02000000,43170.00000000,42927.94000000,42940.41000000,316.92169000,1648081799999,13652700.64601080,7254,212.80634000,9170707.34356720,0
1648081800000,42940.41000000,43293.82000000,42777.74000000,43197.41000000,328.52389000,1648082699999,14144782.69762300,11127,203.15306000,8750423.85559200,0
1648082700000,43197.41000000,43199.27000000,43048.34000000,43052.68000000,91.45551000,1648083599999,3942886.34744070,4223,41.25797000,1778653.04394220,0
1648083600000,43052.67000000,43101.94000000,42919.27000000,43008.01000000,162.06459000,1648084499999,6968613.12164490,5425,71.93470000,3093275.38857950,0
1648084500000,43000.33000000,43083.43000000,42750.36000000,42788.00000000,169.55604000,1648085399999,7270340.54735870,5735,56.67280000,2430459.75138720,0
1648085400000,42788.00000000,42878.00000000,42720.09000000,42795.66000000,100.56094000,1648086299999,4305228.26089980,3676,53.94675000,2309804.49230600,0
1648086300000,42795.65000000,42885.50000000,42750.00000000,42840.43000000,75.57406000,1648087199999,3236531.60146150,2614,39.69413000,1699788.96268500,0
1648087200000,42843.05000000,42888.86000000,42700.73000000,42716.31000000,64.74303000,1648088099999,2771434.97354940,2742,22.79363000,975941.18229960,0
1648088100000,42716.31000000,42805.52000000,42657.44000000,42787.81000000,112.21430000,1648088999999,4795291.79080840,3695,47.52760000,2031531.36892520,0
1648089000000,42787.80000000,42876.81000000,42783.74000000,42869.00000000,70.37170000,1648089899999,3015033.33713940,2292,43.34732000,1857039.42290920,0
1648089900000,42869.00000000,42977.77000000,42863.60000000,42967.53000000,72.07718000,1648090799999,3093950.39236540,2693,34.50623000,1481104.06654230,0
1648090800000,42967.53000000,42978.92000000,42870.00000000,42874.40000000,66.72445000,1648091699999,2865107.72049040,2092,29.18474000,1253122.78295620,0
1648091700000,42874.40000000,42955.75000000,42870.00000000,42942.86000000,54.82024000,1648092599999,2352209.79521270,1867,29.82034000,1279495.16705110,0
1648092600000,42942.87000000,42946.47000000,42748.95000000,42776.32000000,67.30077000,1648093499999,2882478.60618200,2385,19.92203000,853152.07087240,0
1648093500000,42776.32000000,42822.70000000,42700.60000000,42731.50000000,131.08040000,1648094399999,5604717.86648370,3063,50.85075000,2174097.44817530,0
1648094400000,42731.50000000,42806.52000000,42731.49000000,42806.51000000,53.79462000,1648095299999,2300813.77759000,1709,25.61653000,1095442.54744620,0
1648095300000,42806.51000000,42886.20000000,42767.09000000,42857.83000000,67.49694000,1648096199999,2890904.45157640,2007,32.27315000,1382364.54728970,0
1648096200000,42857.83000000,42898.41000000,42832.60000000,42898.41000000,48.46546000,1648097099999,2077261.76004420,1452,25.92374000,1111190.13305240,0
1648097100000,42898.41000000,42995.26000000,42862.41000000,42922.53000000,145.87261000,1648097999999,6261457.95233090,3207,72.55319000,3114371.93822200,0
1648098000000,42923.40000000,42940.00000000,42820.00000000,42896.27000000,74.36546000,1648098899999,3187816.07741040,2247,21.83525000,935933.72973940,0
1648098900000,42896.27000000,42898.15000000,42819.99000000,42834.58000000,63.56779000,1648099799999,2724148.82670870,1690,27.93285000,1197015.48024470,0
