kline,1647924679356,BTCUSDT,1647924660000,1647924719999,1m,1300444436,1300444714,42956.19000000,42949.71000000,42956.20000000,42946.32000000,10.07232000,279,False,432612.64393560,4.38953000,188532.26531990
kline,1647924681368,BTCUSDT,1647924660000,1647924719999,1m,1300444436,1300444729,42956.19000000,42950.79000000,42956.20000000,42946.32000000,12.45631000,294,False,535005.12883430,6.34867000,272677.11254110
kline,1647924683474,BTCUSDT,1647924660000,1647924719999,1m,1300444436,1300444753,42956.19000000,42952.67000000,42956.20000000,42946.32000000,14.52422000,318,False,623827.19503350,6.46922000,277854.87127470
kline,1647924685630,BTCUSDT,1647924660000,1647924719999,1m,1300444436,1300444780,42956.19000000,42955.50000000,42956.20000000,42946.32000000,16.06944000,345,False,690200.28649150,7.51433000,322746.61993900
kline,1647924687650,BTCUSDT,1647924660000,1647924719999,1m,1300444436,1300444790,42956.19000000,42955.51000000,42956.20000000,42946.32000000,16.30024000,355,False,700114.41616200,7.54138000,323908.56648450
kline,1647924689822,BTCUSDT,1647924660000,1647924719999,1m,1300444436,1300444803,42956.19000000,42955.51000000,42956.20000000,42946.32000000,16.76859000,368,False,720232.62628200,7.71088000,331189.52542950
kline,1647924691951,BTCUSDT,1647924660000,1647924719999,1m,1300444436,1300444812,42956.19000000,42955.51000000,42956.20000000,42946.32000000,17.04313000,377,False,732025.63038710,7.82439000,336065.40536960
kline,1647924694112,BTCUSDT,1647924660000,1647924719999,1m,1300444436,1300444828,42956.19000000,42955.51000000,42956.20000000,42946.32000000,17.99297000,393,False,772826.48316620,7.89030000,338896.60303370
kline,1647924696265,BTCUSDT,1647924660000,1647924719999,1m,1300444436,1300444844,42956.19000000,42955.50000000,42956.20000000,42946.32000000,18.32376000,409,False,787035.73474280,8.06346000,346334.77914530
kline,1647924698381,BTCUSDT,1647924660000,1647924719999,1m,1300444436,1300444868,42956.19000000,42954.79000000,42956.20000000,42946.32000000,20.00699000,433,False,859339.45925370,8.06346000,346334.77914530
kline,1647924700825,BTCUSDT,1647924660000,1647924719999,1m,1300444436,1300444901,42956.19000000,42952.37000000,42956.20000000,42946.32000000,22.04603000,466,False,946921.81242250,8.22698000,353358.37439330
kline,1647924703152,BTCUSDT,1647924660000,1647924719999,1m,1300444436,1300444935,42956.19000000,42954.16000000,42956.20000000,42946.32000000,23.53098000,500,False,1010705.44021240,8.88200000,381493.39657870
kline,1647924705307,BTCUSDT,1647924660000,1647924719999,1m,1300444436,1300444953,42956.19000000,42954.16000000,42956.20000000,42946.32000000,26.75843000,518,False,1149337.84412900,8.90446000,382458.14723690
kline,1647924707328,BTCUSDT,1647924660000,1647924719999,1m,1300444436,1300444983,42956.19000000,42954.17000000,42956.20000000,42946.32000000,27.65210000,548,False,1187724.68943520,9.01836000,387350.62719990
kline,1647924709413,BTCUSDT,1647924660000,1647924719999,1m,1300444436,1300444998,42956.19000000,42954.16000000,42956.20000000,42946.32000000,28.31072000,563,False,1216015.15952700,9.14162000,392645.15819410
kline,1647924711447,BTCUSDT,1647924660000,1647924719999,1m,1300444436,1300445054,42956.19000000,42945.31000000,42956.20000000,42945.30000000,30.24153000,619,False,1298942.15632480,9.49815000,407957.79737790
kline,1647924713496,BTCUSDT,1647924660000,1647924719999,1m,1300444436,1300445078,42956.19000000,42945.31000000,42956.20000000,42945.30000000,30.96787000,643,False,1330135.04936930,9.88240000,424459.53274540
kline,1647924715534,BTCUSDT,1647924660000,1647924719999,1m,1300444436,1300445096,42956.19000000,42949.04000000,42956.20000000,42945.30000000,31.50342000,661,False,1353134.54247620,10.23789000,439726.20777740
kline,1647924717680,BTCUSDT,1647924660000,1647924719999,1m,1300444436,1300445117,42956.19000000,42949.99000000,42956.20000000,42945.30000000,32.20007000,682,False,1383055.36072520,10.38932000,446230.05357060
kline,1647924719692,BTCUSDT,1647924660000,1647924719999,1m,1300444436,1300445136,42956.19000000,42950.55000000,42956.20000000,42945.30000000,33.02468000,701,False,1418472.68405550,10.56396000,453730.84323710
kline,1647924720004,BTCUSDT,1647924660000,1647924719999,1m,1300444436,1300445145,42956.19000000,42951.16000000,42956.20000000,42945.30000000,33.07476000,710,True,1420623.67327970,10.58493000,454631.52419370
kline,1647924722143,BTCUSDT,1647924720000,1647924779999,1m,1300445146,1300445172,42951.16000000,42951.17000000,42951.17000000,42951.16000000,0.67200000,27,False,28863.18190370,0.23837000,10238.27039290
kline,1647924724232,BTCUSDT,1647924720000,1647924779999,1m,1300445146,1300445209,42951.16000000,42948.92000000,42951.17000000,42948.91000000,2.21185000,64,False,94999.25093940,0.58815000,25261.28034210
